Landkreis,Altersgruppe,Geschlecht,AnzahlFall,AnzahlTodesfall,Meldedatum,NeuerFall,NeuerTodesfall,NeuGenesen,AnzahlGenesen,IstErkrankungsbeginn
LK Osterholz,A15-A34,W,1,0,08/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,1,0,09/11/2020 00:00,0,-9,1,1,1
LK Osterholz,A15-A34,W,1,0,09/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,2,0,10/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,2,0,10/11/2020 00:00,0,-9,-9,0,0
LK Osterholz,A15-A34,W,1,0,11/11/2020 00:00,0,-9,0,1,1
LK Osterholz,A15-A34,W,1,0,11/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,1,0,11/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,1,0,12/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,1,0,12/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,1,0,12/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,4,0,12/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,1,0,12/11/2020 00:00,0,-9,-9,0,0
LK Osterholz,A15-A34,W,1,0,13/11/2020 00:00,0,-9,0,1,1
LK Osterholz,A15-A34,W,1,0,13/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,1,0,14/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,1,0,14/11/2020 00:00,0,-9,-9,0,1
LK Osterholz,A15-A34,W,3,0,14/11/2020 00:00,0,-9,-9,0,0
LK Stade,A15-A34,W,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,2,0,02/11/2020 00:00,0,-9,0,2,1
LK Stade,A15-A34,W,2,0,02/11/2020 00:00,0,-9,0,2,1
LK Stade,A15-A34,W,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,2,0,02/11/2020 00:00,0,-9,1,2,0
LK Stade,A15-A34,W,1,0,04/11/2020 00:00,0,-9,-9,0,1
LK Stade,A15-A34,W,1,0,04/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,1,0,04/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,1,0,04/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,1,0,05/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,1,0,05/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,2,0,05/11/2020 00:00,0,-9,-9,0,1
LK Stade,A15-A34,W,1,0,05/11/2020 00:00,0,-9,-9,0,0
LK Stade,A15-A34,W,1,0,05/11/2020 00:00,0,-9,-9,0,1
LK Stade,A15-A34,W,1,0,06/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,3,0,06/11/2020 00:00,0,-9,1,3,1
LK Stade,A15-A34,W,1,0,07/11/2020 00:00,0,-9,0,1,1
LK Stade,A15-A34,W,1,0,10/11/2020 00:00,0,-9,-9,0,1
LK Stade,A15-A34,W,1,0,10/11/2020 00:00,0,-9,-9,0,0
LK Stade,A15-A34,W,2,0,11/11/2020 00:00,0,-9,-9,0,1
LK Stade,A15-A34,W,2,0,11/11/2020 00:00,0,-9,-9,0,0
LK Stade,A15-A34,W,3,0,12/11/2020 00:00,0,-9,-9,0,0
LK Stade,A15-A34,W,3,0,13/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,M,2,0,02/11/2020 00:00,0,-9,0,2,1
LK Stade,A35-A59,M,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,1,0,03/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,1,0,03/11/2020 00:00,0,-9,1,1,1
LK Stade,A35-A59,M,1,0,03/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,M,1,0,04/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,1,0,04/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,1,0,05/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,3,0,05/11/2020 00:00,0,-9,1,3,1
LK Stade,A35-A59,M,2,0,05/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,M,1,0,06/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,1,0,06/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,2,0,06/11/2020 00:00,0,-9,1,2,1
LK Stade,A35-A59,M,1,0,06/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,M,1,0,07/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,1,0,09/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,M,1,0,09/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,M,1,0,09/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,M,1,0,10/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,M,1,0,10/11/2020 00:00,0,-9,1,1,1
LK Stade,A35-A59,M,1,0,10/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,M,1,0,10/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,M,1,0,10/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,M,1,0,10/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,M,3,0,11/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,M,4,0,12/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,M,1,0,13/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,M,5,0,13/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,W,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,2,0,02/11/2020 00:00,0,-9,0,2,1
LK Stade,A35-A59,W,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,3,0,02/11/2020 00:00,0,-9,1,3,0
LK Stade,A35-A59,W,1,0,03/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,1,0,03/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,2,0,04/11/2020 00:00,0,-9,0,2,1
LK Stade,A35-A59,W,1,0,04/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,W,1,0,04/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,1,0,04/11/2020 00:00,0,-9,1,1,1
LK Stade,A35-A59,W,1,0,05/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,1,0,05/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,1,0,05/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,W,1,0,05/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,W,3,0,05/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,W,1,0,06/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,2,0,06/11/2020 00:00,0,-9,1,2,1
LK Stade,A35-A59,W,1,0,06/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,W,1,0,06/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,W,1,0,06/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,W,1,0,09/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,W,1,0,10/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,1,0,10/11/2020 00:00,0,-9,0,1,1
LK Stade,A35-A59,W,3,0,11/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,W,1,0,12/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,W,6,0,12/11/2020 00:00,0,-9,-9,0,0
LK Stade,A35-A59,W,1,0,13/11/2020 00:00,0,-9,-9,0,1
LK Stade,A35-A59,W,5,0,13/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,M,1,1,02/11/2020 00:00,0,0,-9,0,0
LK Stade,A60-A79,M,1,0,03/11/2020 00:00,0,-9,0,1,1
LK Stade,A60-A79,M,1,0,03/11/2020 00:00,0,-9,-9,0,1
LK Stade,A60-A79,M,1,0,04/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,M,2,0,05/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,M,1,0,07/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,M,1,0,10/11/2020 00:00,0,-9,0,1,1
LK Stade,A60-A79,M,1,0,10/11/2020 00:00,0,-9,-9,0,1
LK Stade,A60-A79,M,1,0,11/11/2020 00:00,0,-9,0,1,1
LK Stade,A60-A79,M,1,0,11/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,M,2,0,12/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,M,1,0,13/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,unbekannt,1,0,07/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,W,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A60-A79,W,1,0,02/11/2020 00:00,0,-9,0,1,1
LK Stade,A60-A79,W,1,0,04/11/2020 00:00,0,-9,0,1,1
LK Stade,A60-A79,W,3,0,04/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,W,2,0,05/11/2020 00:00,0,-9,0,2,1
LK Stade,A60-A79,W,1,0,05/11/2020 00:00,0,-9,-9,0,1
LK Stade,A60-A79,W,1,0,05/11/2020 00:00,0,-9,-9,0,1
LK Stade,A60-A79,W,2,0,05/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,W,1,0,10/11/2020 00:00,0,-9,0,1,1
LK Stade,A60-A79,W,1,0,11/11/2020 00:00,0,-9,-9,0,0
LK Stade,A60-A79,W,2,0,13/11/2020 00:00,0,-9,-9,0,0
LK Stade,A80+,M,1,0,05/11/2020 00:00,0,-9,-9,0,0
LK Stade,A80+,W,1,0,05/11/2020 00:00,0,-9,-9,0,0
LK Stade,A80+,W,1,0,10/11/2020 00:00,0,-9,-9,0,0
LK Uelzen,A00-A04,W,1,0,10/11/2020 00:00,0,-9,-9,0,0
LK Uelzen,A05-A14,M,1,0,06/11/2020 00:00,0,-9,-9,0,0
LK Uelzen,A05-A14,M,1,0,07/11/2020 00:00,0,-9,1,1,1
LK Uelzen,A05-A14,M,1,0,10/11/2020 00:00,0,-9,-9,0,0
LK Uelzen,A05-A14,M,1,0,13/11/2020 00:00,0,-9,-9,0,1
LK Uelzen,A05-A14,M,2,0,13/11/2020 00:00,0,-9,-9,0,0
SK Oldenburg,A15-A34,M,1,0,01/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,02/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,02/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,02/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,02/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,02/11/2020 00:00,0,-9,1,1,0
SK Oldenburg,A15-A34,M,1,0,02/11/2020 00:00,0,-9,1,1,1
SK Oldenburg,A15-A34,M,1,0,03/11/2020 00:00,0,-9,-9,0,0
SK Oldenburg,A15-A34,M,1,0,04/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,04/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,04/11/2020 00:00,0,-9,1,1,1
SK Oldenburg,A15-A34,M,1,0,04/11/2020 00:00,0,-9,-9,0,0
SK Oldenburg,A15-A34,M,1,0,05/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,3,0,05/11/2020 00:00,0,-9,0,3,1
SK Oldenburg,A15-A34,M,1,0,05/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,05/11/2020 00:00,0,-9,1,1,1
SK Oldenburg,A15-A34,M,1,0,05/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,05/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,06/11/2020 00:00,0,-9,-9,0,0
SK Oldenburg,A15-A34,M,1,0,07/11/2020 00:00,0,-9,1,1,1
SK Oldenburg,A15-A34,M,3,0,07/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,07/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,07/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,07/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,08/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,09/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,09/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,09/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,09/11/2020 00:00,0,-9,-9,0,0
SK Oldenburg,A15-A34,M,1,0,10/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,10/11/2020 00:00,0,-9,0,1,1
SK Oldenburg,A15-A34,M,1,0,10/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,10/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,10/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,11/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,2,0,11/11/2020 00:00,0,-9,-9,0,0
SK Oldenburg,A15-A34,M,3,0,12/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,12/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,13/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,13/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,1,0,13/11/2020 00:00,0,-9,-9,0,1
SK Oldenburg,A15-A34,M,2,0,13/11/2020 00:00,0,-9,-9,0,0
